CustomerID,Age,Gender,Geography,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
CUST00705,60,Female,Germany,687,8,131486.68,1,Yes,Yes,154363.05,Yes
CUST00706,44,Male,France,698,2,82773.77,3,No,No,79287.72,No
CUST00707,36,Male,Spain,615,9,125409.61,2,No,No,79829.35,Yes
CUST00708,47,Male,Germany,658,0,109406.21,1,No,Yes,86250.27,Yes
CUST00709,18,Female,Spain,586,6,65110.25,3,No,No,66523.1,No
CUST00710,38,Female,France,643,7,136411.19,1,No,Yes,185398.05,No
CUST00711,33,Female,Spain,549,9,131172.37,2,Yes,No,69065.68,No
CUST00712,36,Female,France,506,7,72421.51,2,No,No,181564.82,No
CUST00713,61,Female,Germany,677,5,144354.64,1,No,Yes,81322.1,Yes
CUST00714,42,Female,Spain,669,5,42021.89,2,Yes,Yes,169901.61,No
CUST00715,54,Male,Germany,710,6,64737.84,3,Yes,No,76343.25,No
CUST00716,45,Female,Germany,804,1,93236.27,1,Yes,Yes,38800.18,Yes
CUST00717,40,Female,France,609,8,44614.3,4,Yes,Yes,124757.17,No
CUST00718,31,Female,France,463,9,48967.84,2,No,No,135631.11,No
CUST00719,41,Female,Spain,536,7,53542.3,2,Yes,No,35939.45,No
CUST00720,47,Female,Germany,651,10,15665.12,3,No,No,44612.25,Yes
CUST00721,60,Female,Germany,683,1,135630.74,2,Yes,No,120922.58,Yes
CUST00722,34,Male,Spain,663,3,98726.45,3,No,Yes,87632.84,No
CUST00723,44,Male,France,647,1,85229.81,2,Yes,Yes,135564.12,Yes
CUST00724,27,Female,Spain,590,1,145989.35,1,Yes,Yes,188895.12,Yes
CUST00725,30,Male,Germany,675,3,0.0,1,Yes,No,192746.94,Yes
CUST00726,28,Female,Spain,700,3,33965.32,1,Yes,No,59142.31,No
CUST00727,41,Female,France,610,7,54835.0,1,Yes,Yes,174751.11,Yes
CUST00728,27,Male,Spain,639,1,12123.9,1,Yes,Yes,151740.34,No
CUST00729,40,Male,France,693,3,251046.54,4,Yes,No,64941.93,Yes
CUST00730,24,Female,Spain,832,7,52570.56,1,No,Yes,71993.67,No
CUST00731,47,Female,France,645,4,78879.52,1,No,Yes,21720.45,Yes
CUST00732,48,Female,Germany,415,6,72105.64,3,No,No,74149.67,No
CUST00733,26,Male,France,677,4,98551.38,1,Yes,Yes,70288.86,Yes
CUST00734,53,Male,Spain,679,2,100640.22,2,Yes,No,69978.77,Yes
CUST00735,30,Male,Germany,718,10,68803.42,4,Yes,Yes,87916.85,Yes
CUST00736,30,Female,Germany,594,2,72374.54,2,Yes,Yes,22638.99,No
CUST00737,42,Male,France,696,7,100746.86,2,No,Yes,174298.89,No
CUST00738,49,Male,Germany,668,0,39327.16,2,Yes,Yes,136741.13,No
CUST00739,42,Female,Spain,706,9,168509.96,1,No,Yes,153251.6,No
CUST00740,38,Male,France,680,5,71636.13,1,No,Yes,62829.03,No
CUST00741,38,Female,Spain,580,0,52202.74,2,Yes,Yes,83516.88,Yes
CUST00742,49,Male,Spain,631,9,10739.08,2,Yes,Yes,144587.07,No
CUST00743,47,Female,France,681,0,69180.53,1,Yes,No,141167.96,Yes
CUST00744,32,Female,France,724,7,78755.55,2,No,Yes,73914.05,No
CUST00745,53,Male,Germany,762,9,148266.97,2,Yes,Yes,75648.84,Yes
CUST00746,34,Male,France,725,10,53617.49,1,Yes,No,19624.89,No
CUST00747,50,Female,France,739,3,144800.62,1,No,Yes,100705.95,No
CUST00748,43,Female,Spain,635,9,109337.2,2,Yes,No,41730.58,Yes
CUST00749,38,Male,France,644,1,71071.95,2,Yes,No,43715.13,Yes
CUST00750,26,Female,Spain,700,6,1413.5,1,Yes,No,193151.28,No
CUST00751,53,Male,Spain,638,7,45331.44,1,Yes,Yes,68026.36,No
CUST00752,39,Female,Spain,717,1,95910.94,1,No,Yes,155372.95,Yes
CUST00753,18,Male,France,557,1,29686.85,2,Yes,No,35390.25,No
CUST00754,41,Male,Spain,671,7,78847.19,2,Yes,Yes,61695.25,No
CUST00755,60,Male,France,671,9,109132.17,2,Yes,No,93498.09,No
CUST00756,34,Male,Spain,742,6,83071.29,2,Yes,No,148412.19,No
CUST00757,49,Female,France,583,6,54290.39,1,No,Yes,183410.93,No
CUST00758,41,Female,France,594,0,30056.9,1,Yes,No,108064.15,Yes
CUST00759,59,Female,Spain,706,0,31890.8,1,Yes,No,75980.15,Yes
CUST00760,32,Female,France,683,9,59890.39,1,No,No,70401.38,No
CUST00761,44,Female,Germany,713,7,3221.87,1,Yes,No,159525.09,No
CUST00762,20,Female,Spain,667,0,80318.16,2,Yes,Yes,26822.52,No
CUST00763,33,Male,France,590,7,62343.27,1,Yes,No,174572.08,No
CUST00764,20,Male,Spain,750,1,91141.09,2,No,Yes,133042.82,No
CUST00765,43,Female,France,589,5,137125.33,1,Yes,No,132895.91,No
CUST00766,34,Male,Germany,679,3,56156.02,1,Yes,Yes,103185.47,No
CUST00767,46,Male,France,820,6,22388.61,2,Yes,Yes,68718.98,No
CUST00768,34,Female,Germany,433,4,107061.14,2,No,Yes,161581.24,Yes
CUST00769,41,Female,Germany,529,7,57321.08,1,No,No,189664.23,Yes
CUST00770,38,Male,France,722,1,67012.94,2,Yes,No,174378.35,No
CUST00771,24,Female,France,598,6,91100.49,1,Yes,No,172660.57,Yes
CUST00772,42,Female,France,508,6,68184.89,3,Yes,Yes,187424.73,No
CUST00773,45,Female,Spain,504,7,101037.72,2,No,No,85936.64,No
CUST00774,37,Female,Germany,590,8,110576.24,4,Yes,Yes,47264.4,No
CUST00775,43,Female,France,652,0,80294.21,2,Yes,No,145779.68,Yes
CUST00776,30,Male,Germany,664,7,116202.84,1,Yes,Yes,55897.4,Yes
CUST00777,18,Female,France,567,2,129830.34,2,Yes,No,74000.94,Yes
CUST00778,33,Female,Spain,603,2,26212.35,2,Yes,Yes,99212.74,Yes
CUST00779,33,Male,France,706,6,63380.7,1,No,No,119835.46,No
CUST00780,43,Female,France,593,3,31699.56,2,Yes,Yes,37520.0,No
CUST00781,44,Male,France,659,5,65265.6,2,Yes,Yes,121924.27,No
CUST00782,47,Female,Germany,606,7,16492.39,4,No,Yes,132837.09,Yes
CUST00783,40,Female,France,574,7,74450.02,3,No,No,155240.22,Yes
CUST00784,27,Male,Germany,763,4,105791.39,1,Yes,No,80693.1,Yes
CUST00785,45,Male,France,676,4,74113.13,1,Yes,Yes,74271.76,Yes
CUST00786,29,Female,France,684,8,113496.11,1,Yes,Yes,36132.02,No
CUST00787,56,Female,Spain,614,4,169724.98,3,Yes,No,187996.26,Yes
CUST00788,24,Male,France,570,9,127051.47,2,No,Yes,155406.31,No
CUST00789,35,Male,Spain,680,0,38737.92,2,Yes,Yes,32602.42,No
CUST00790,37,Male,France,666,2,77186.55,4,Yes,Yes,26485.65,Yes
CUST00791,28,Male,Spain,711,8,63263.48,1,No,Yes,182892.32,No
CUST00792,34,Female,Spain,684,4,75853.03,1,No,Yes,84350.65,No
CUST00793,28,Female,France,619,7,45334.0,2,No,Yes,186678.48,No
CUST00794,35,Female,Spain,656,7,93479.08,2,Yes,Yes,16275.63,No
CUST00795,44,Male,Germany,677,2,94384.28,2,No,No,106845.21,No
CUST00796,30,Male,Germany,712,1,40839.67,1,No,No,51671.17,No
CUST00797,46,Male,France,655,3,7630.58,3,Yes,Yes,50120.88,No
CUST00798,50,Female,Germany,642,1,23089.76,2,No,No,41650.52,No
CUST00799,37,Male,France,566,5,147796.59,2,No,No,119364.58,No
CUST00800,45,Female,Germany,664,6,56234.34,1,Yes,No,76832.92,Yes
CUST00801,43,Female,Spain,697,9,58320.44,2,Yes,No,58902.52,No
CUST00802,29,Male,Germany,661,0,0.0,1,Yes,Yes,45838.47,No
CUST00803,24,Male,Germany,623,4,89102.99,2,Yes,No,87108.48,No
CUST00804,54,Male,Spain,464,10,42616.31,3,Yes,No,87199.85,Yes
CUST00805,24,Female,France,713,4,47364.52,1,No,No,84002.12,No
CUST00806,39,Male,France,688,5,34007.73,2,No,Yes,115737.56,No
CUST00807,49,Female,Spain,782,4,72721.61,1,Yes,Yes,132793.12,No
CUST00808,48,Female,Germany,731,10,109184.44,1,Yes,No,159648.15,No
CUST00809,37,Female,Spain,705,4,96308.76,1,No,Yes,105838.94,No
CUST00810,33,Male,Spain,749,2,59212.5,2,Yes,No,132049.43,Yes
CUST00811,66,Male,Spain,659,5,0.0,1,No,No,103355.86,Yes
CUST00812,32,Female,Spain,695,9,112742.19,2,Yes,Yes,64938.55,Yes
CUST00813,52,Male,Spain,653,6,62428.01,1,Yes,Yes,118290.49,Yes
CUST00814,36,Male,Germany,638,5,160680.79,1,No,Yes,33450.53,No
CUST00815,55,Male,Germany,646,6,120877.73,3,Yes,No,39493.68,Yes
CUST00816,37,Female,France,676,10,155052.09,2,Yes,No,175424.14,No
CUST00817,57,Male,Spain,613,7,53963.44,1,Yes,Yes,96876.84,No
CUST00818,41,Male,Germany,680,9,96560.11,2,Yes,Yes,57779.55,No
CUST00819,27,Male,Germany,585,9,61881.2,2,No,Yes,40050.37,No
CUST00820,27,Male,Spain,731,7,0.0,1,Yes,No,37578.81,No
CUST00821,41,Male,Spain,553,4,63392.63,2,Yes,Yes,39876.86,No
CUST00822,39,Male,France,576,7,44423.66,1,Yes,Yes,158269.94,Yes
CUST00823,56,Male,Germany,656,0,92607.51,4,Yes,Yes,121730.26,No
CUST00824,49,Female,France,616,4,102444.61,1,Yes,No,196953.25,No
CUST00825,43,Female,Germany,745,10,117938.03,1,No,Yes,58967.27,No
CUST00826,41,Male,France,646,10,104051.52,2,No,Yes,98016.94,No
CUST00827,43,Male,Spain,686,10,74886.67,1,Yes,No,34262.92,No
CUST00828,33,Male,Spain,789,4,105822.77,3,No,No,110893.36,No
CUST00829,38,Male,France,834,6,63107.24,2,Yes,Yes,116005.31,No
CUST00830,54,Female,France,769,4,0.0,3,Yes,No,123026.18,Yes
CUST00831,44,Male,France,507,1,204338.3,1,No,No,88132.25,No
CUST00832,35,Male,France,714,3,65224.58,1,Yes,No,41553.3,Yes
CUST00833,57,Male,France,688,10,164223.71,2,No,Yes,177804.35,Yes
CUST00834,38,Female,Germany,607,1,149894.83,1,No,Yes,195091.38,Yes
CUST00835,39,Male,Spain,579,1,100054.4,1,Yes,Yes,137107.63,No
CUST00836,50,Male,France,662,8,70108.5,2,Yes,No,72876.55,Yes
CUST00837,42,Male,Spain,642,10,87176.15,4,Yes,Yes,190084.08,Yes
CUST00838,41,Female,France,658,9,96531.62,1,Yes,Yes,89794.04,No
CUST00839,42,Male,France,686,7,80212.88,1,Yes,Yes,55883.93,No
CUST00840,37,Male,France,766,3,111314.15,1,Yes,No,56785.49,Yes
CUST00841,39,Male,France,648,8,166479.21,1,Yes,Yes,135086.56,No
CUST00842,43,Female,France,596,2,92742.96,2,Yes,Yes,125444.14,No
CUST00843,50,Male,Spain,528,10,128046.03,2,Yes,Yes,67892.82,No
CUST00844,47,Male,Spain,628,4,76232.68,1,No,Yes,58201.07,No
CUST00845,41,Female,Spain,527,5,81632.13,3,Yes,No,53112.03,Yes
CUST00846,48,Male,Germany,662,2,69918.63,1,Yes,No,118723.9,No
CUST00847,40,Male,Spain,601,10,30294.75,2,Yes,Yes,28035.57,No
CUST00848,49,Female,Germany,699,6,145982.35,2,Yes,Yes,109466.2,No
CUST00849,36,Male,Spain,552,9,41461.51,1,No,No,135221.11,Yes
CUST00850,30,Female,Spain,808,8,126337.16,1,Yes,Yes,88583.35,No
CUST00851,24,Male,Germany,675,1,78264.62,2,No,No,23750.28,No
CUST00852,30,Male,Spain,629,6,94112.02,1,Yes,No,58718.33,No
CUST00853,43,Female,Spain,625,1,93132.59,1,Yes,Yes,169515.46,No
CUST00854,34,Female,Germany,641,5,79684.78,1,Yes,Yes,24039.3,No
CUST00855,45,Female,Spain,722,0,51632.71,2,No,No,50396.1,No
CUST00856,27,Female,Spain,608,6,106945.37,2,No,No,105275.18,Yes
CUST00857,49,Male,France,551,0,120647.43,2,Yes,No,164058.98,Yes
CUST00858,32,Female,Spain,580,10,102531.84,2,No,Yes,92837.08,No
CUST00859,44,Female,France,730,5,167375.92,2,Yes,Yes,125894.64,No
CUST00860,31,Female,Spain,757,6,57609.95,2,No,Yes,34819.38,No
CUST00861,38,Female,Spain,726,5,143656.17,1,No,Yes,160762.7,No
CUST00862,51,Male,Spain,724,0,75800.08,2,Yes,No,141729.98,Yes
CUST00863,37,Female,Spain,544,5,96139.02,2,No,No,136124.48,No
CUST00864,24,Female,Spain,641,8,148538.32,1,No,Yes,141478.56,No
CUST00865,40,Female,Spain,639,4,91898.93,1,Yes,Yes,157636.98,Yes
CUST00866,38,Male,Spain,508,5,66094.03,1,No,Yes,63381.05,No
CUST00867,23,Female,France,674,3,61618.84,2,No,Yes,114054.07,No
CUST00868,27,Female,Germany,604,0,0.0,2,Yes,No,43639.96,No
CUST00869,37,Male,Germany,625,6,91473.41,1,Yes,No,41699.77,Yes
CUST00870,27,Male,Spain,657,4,166625.14,2,No,No,94888.7,No
CUST00871,35,Female,Spain,611,5,84608.62,1,Yes,Yes,84194.18,No
CUST00872,46,Female,Germany,641,9,176239.11,1,No,Yes,166906.27,No
CUST00873,47,Female,Spain,625,8,109312.03,3,No,Yes,151748.57,No
CUST00874,45,Female,Spain,634,6,102954.47,2,Yes,Yes,131365.23,No
CUST00875,33,Male,France,720,7,0.0,2,Yes,No,186424.21,No
CUST00876,40,Female,Spain,666,7,15932.01,2,No,No,193660.47,No
CUST00877,26,Female,Germany,557,0,137557.99,1,Yes,Yes,164210.85,No
CUST00878,49,Male,France,586,2,110479.59,2,Yes,No,74686.51,Yes
CUST00879,40,Male,Spain,624,2,38037.74,2,Yes,No,139486.56,Yes
CUST00880,35,Male,Spain,654,5,48487.7,1,Yes,No,33846.81,No
CUST00881,56,Male,France,686,0,41899.23,1,No,Yes,22402.79,No
CUST00882,55,Male,France,560,0,34869.1,1,Yes,Yes,176803.59,No
CUST00883,19,Female,Germany,646,0,127835.72,1,Yes,No,63242.6,No
CUST00884,27,Male,Spain,625,5,44714.69,1,Yes,No,120370.22,No
CUST00885,38,Male,Germany,604,9,25046.93,2,No,Yes,23578.54,No
CUST00886,31,Male,Germany,571,4,119809.65,1,No,Yes,100917.83,No
CUST00887,44,Male,Germany,576,0,111336.36,1,Yes,Yes,148334.88,No
CUST00888,27,Female,Spain,609,6,31467.04,1,No,Yes,159261.5,Yes
CUST00889,41,Male,Spain,669,0,39001.66,1,Yes,No,111941.28,Yes
CUST00890,39,Female,France,654,9,139012.7,3,Yes,Yes,174761.92,Yes
CUST00891,28,Male,Spain,665,3,162134.3,1,Yes,Yes,185268.54,No
CUST00892,56,Female,France,557,4,26261.38,2,Yes,No,36393.46,No
CUST00893,44,Male,Germany,536,4,28124.89,1,Yes,Yes,38993.08,Yes
CUST00894,33,Male,France,698,5,12529.68,1,No,Yes,109683.2,No
CUST00895,39,Female,Spain,621,1,180831.06,2,Yes,No,183488.96,Yes
CUST00896,44,Male,Spain,596,6,140592.9,2,Yes,Yes,120272.82,No
CUST00897,27,Male,France,603,1,127942.18,1,Yes,No,93339.24,Yes
CUST00898,45,Male,Germany,704,2,35439.88,2,Yes,No,181741.4,Yes
CUST00899,22,Male,Germany,692,8,54760.22,1,Yes,Yes,15440.23,No
CUST00900,47,Female,Spain,626,7,93664.95,1,No,No,74075.33,No
